,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
10,7055.0,640.0,3291.0,1910.0,3252.0,1910.0,1524.0,3312.0,5833.0,1093.0,0.0,4974.0,6046.0,1954.0,2439.0,0.0,3981.0,1910.0,6299.0,1819.0,2755.0,1910.0,3981.0,6042.0,4557.0,1910.0,5160.0
11,6255.0,2343.0,2491.0,1110.0,2452.0,1110.0,1210.0,2512.0,5058.0,1890.0,2983.0,0.0,5271.0,1133.0,1664.0,2983.0,3207.0,1110.0,5525.0,1082.0,1955.0,1110.0,3207.0,5267.0,3757.0,1110.0,4385.0
12,6534.0,6980.0,2624.0,5708.0,2715.0,5708.0,6962.0,2640.0,4266.0,6528.0,7621.0,6016.0,0.0,6016.0,6226.0,7621.0,5071.0,5708.0,495.0,6139.0,5672.0,5708.0,5071.0,349.0,5568.0,5708.0,1419.0
13,5451.0,1314.0,1686.0,305.0,1648.0,305.0,1021.0,1708.0,4229.0,861.0,1954.0,3369.0,4441.0,0.0,834.0,1954.0,2377.0,305.0,4695.0,206.0,1151.0,305.0,2377.0,4438.0,2953.0,305.0,3555.0
14,11069.0,9183.0,837.0,3645.0,798.0,3645.0,3745.0,859.0,3395.0,8730.0,9823.0,2535.0,3607.0,3668.0,0.0,9823.0,1543.0,3645.0,3861.0,3617.0,4490.0,3645.0,1543.0,3604.0,8571.0,3645.0,2721.0
15,7055.0,640.0,3291.0,1910.0,3252.0,1910.0,1524.0,3312.0,5833.0,1093.0,0.0,4974.0,6046.0,1954.0,2439.0,0.0,3981.0,1910.0,6299.0,1819.0,2755.0,1910.0,3981.0,6042.0,4557.0,1910.0,5160.0
16,9526.0,7640.0,1117.0,6983.0,1209.0,6983.0,7715.0,1134.0,1852.0,7187.0,8280.0,3280.0,2074.0,7026.0,7511.0,8280.0,0.0,6983.0,2328.0,6892.0,7566.0,6983.0,0.0,2070.0,7028.0,6983.0,1188.0
17,5156.0,1270.0,1378.0,0.0,1340.0,0.0,1251.0,1400.0,3919.0,817.0,1910.0,3059.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
18,6039.0,6486.0,2644.0,5213.0,2736.0,5213.0,6467.0,2661.0,4286.0,6033.0,7126.0,6037.0,541.0,5521.0,5731.0,7126.0,5092.0,5213.0,0.0,5644.0,5178.0,5213.0,5092.0,537.0,5073.0,5213.0,1440.0
19,5574.0,1179.0,1809.0,428.0,1771.0,428.0,819.0,1831.0,4352.0,727.0,1819.0,3492.0,4564.0,198.0,957.0,1819.0,2500.0,428.0,4818.0,0.0,1274.0,428.0,2500.0,4561.0,3076.0,428.0,3678.0
20,5764.0,1881.0,1953.0,609.0,1915.0,609.0,1863.0,1975.0,4521.0,1429.0,2521.0,3662.0,4734.0,917.0,1127.0,2521.0,2669.0,609.0,5089.0,1040.0,0.0,609.0,2669.0,4730.0,2733.0,609.0,3847.0
21,5156.0,1270.0,1378.0,0.0,1340.0,0.0,1251.0,1400.0,3919.0,817.0,1910.0,3059.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
22,9526.0,7640.0,1117.0,6983.0,1209.0,6983.0,7715.0,1134.0,1852.0,7187.0,8280.0,3280.0,2074.0,7026.0,7511.0,8280.0,0.0,6983.0,2328.0,6892.0,7566.0,6983.0,0.0,2070.0,7028.0,6983.0,1188.0
23,6403.0,6850.0,2421.0,5577.0,2513.0,5577.0,6831.0,2438.0,4063.0,6397.0,7490.0,5814.0,349.0,5885.0,6095.0,7490.0,4869.0,5577.0,364.0,6008.0,5541.0,5577.0,4869.0,0.0,5437.0,5577.0,1217.0
24,4211.0,3530.0,3603.0,2258.0,3564.0,2258.0,3512.0,3624.0,6170.0,3078.0,4171.0,5311.0,5186.0,2566.0,2776.0,4171.0,4319.0,2258.0,4645.0,2689.0,2298.0,2258.0,4319.0,5182.0,0.0,2258.0,5497.0
25,5156.0,1270.0,1378.0,0.0,1340.0,0.0,1251.0,1400.0,3919.0,817.0,1910.0,3059.0,4131.0,305.0,524.0,1910.0,2067.0,0.0,4385.0,428.0,843.0,0.0,2067.0,4128.0,2658.0,0.0,3245.0
26,7726.0,6975.0,1205.0,6901.0,1296.0,6901.0,8590.0,1221.0,2726.0,8061.0,7130.0,4597.0,1434.0,7901.0,7418.0,7130.0,3652.0,6901.0,1687.0,7766.0,6865.0,6901.0,3652.0,1430.0,7902.0,6901.0,0.0
